"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1970-09-20","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1970-09-28","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1970-10-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1970-11-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1970-12-12","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-01-04","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-02-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-03-03","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-04-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-05-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-05-03","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-05-20","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-06-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-06-29","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-09-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-10-03","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-10-29","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1971-12-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-01-03","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-01-17","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-02-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-03-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-04-10","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-05-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-05-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-06-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-07-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-08-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-10-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-11-06","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-12-04","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1972-12-29","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1973-01-25","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1973-02-05","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1973-03-12","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1973-04-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1973-05-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-04-16","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-05-15","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-06-18","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-06-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-07-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-07-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-08-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-09-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-10-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-12-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1974-12-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1975-01-31","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1975-02-28","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1975-04-01","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1975-04-30","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1975-06-02","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
